iso3,crop_reduction_month_1,crop_reduction_month_2,crop_reduction_month_3,crop_reduction_month_4,crop_reduction_month_5,crop_reduction_month_6,crop_reduction_month_7,crop_reduction_month_8,crop_reduction_month_9,crop_reduction_month_10,crop_reduction_month_11,crop_reduction_month_12,crop_reduction_month_13,crop_reduction_month_14,crop_reduction_month_15,crop_reduction_month_16,crop_reduction_month_17,crop_reduction_month_18,crop_reduction_month_19,crop_reduction_month_20,crop_reduction_month_21,crop_reduction_month_22,crop_reduction_month_23,crop_reduction_month_24,crop_reduction_month_25,crop_reduction_month_26,crop_reduction_month_27,crop_reduction_month_28,crop_reduction_month_29,crop_reduction_month_30,crop_reduction_month_31,crop_reduction_month_32,crop_reduction_month_33,crop_reduction_month_34,crop_reduction_month_35,crop_reduction_month_36,crop_reduction_month_37,crop_reduction_month_38,crop_reduction_month_39,crop_reduction_month_40,crop_reduction_month_41,crop_reduction_month_42,crop_reduction_month_43,crop_reduction_month_44,crop_reduction_month_45,crop_reduction_month_46,crop_reduction_month_47,crop_reduction_month_48,crop_reduction_month_49,crop_reduction_month_50,crop_reduction_month_51,crop_reduction_month_52,crop_reduction_month_53,crop_reduction_month_54,crop_reduction_month_55,crop_reduction_month_56,crop_reduction_month_57,crop_reduction_month_58,crop_reduction_month_59,crop_reduction_month_60,crop_reduction_month_61,crop_reduction_month_62,crop_reduction_month_63,crop_reduction_month_64,crop_reduction_month_65,crop_reduction_month_66,crop_reduction_month_67,crop_reduction_month_68,crop_reduction_month_69,crop_reduction_month_70,crop_reduction_month_71,crop_reduction_month_72,crop_reduction_month_73,crop_reduction_month_74,crop_reduction_month_75,crop_reduction_month_76,crop_reduction_month_77,crop_reduction_month_78,crop_reduction_month_79,crop_reduction_month_80,crop_reduction_month_81,crop_reduction_month_82,crop_reduction_month_83,crop_reduction_month_84,crop_reduction_month_85,crop_reduction_month_86,crop_reduction_month_87,crop_reduction_month_88,crop_reduction_month_89,crop_reduction_month_90,crop_reduction_month_91,crop_reduction_month_92,crop_reduction_month_93,crop_reduction_month_94,crop_reduction_month_95,crop_reduction_month_96,crop_reduction_month_97,crop_reduction_month_98,crop_reduction_month_99,crop_reduction_month_100,crop_reduction_month_101,crop_reduction_month_102,crop_reduction_month_103,crop_reduction_month_104,crop_reduction_month_105,crop_reduction_month_106,crop_reduction_month_107,crop_reduction_month_108,crop_reduction_month_109,crop_reduction_month_110,crop_reduction_month_111,crop_reduction_month_112,crop_reduction_month_113,crop_reduction_month_114,crop_reduction_month_115,crop_reduction_month_116,crop_reduction_month_117,crop_reduction_month_118,crop_reduction_month_119,crop_reduction_month_120
MRT,-0.2512077095234033,-0.2512077095234033,-0.2512077095234033,-0.2512077095234033,-0.2512077095234033,-0.2512077095234033,-0.2512077095234033,-0.2512077095234033,-0.2512077095234033,-0.2512077095234033,-0.2512077095234033,-0.2512077095234033,-6.199383378977436,-6.199383378977436,-6.199383378977436,-6.199383378977436,-6.199383378977436,-6.199383378977436,-6.199383378977436,-6.199383378977436,-6.199383378977436,-6.199383378977436,-6.199383378977436,-6.199383378977436,-4.026194602854595,-4.026194602854595,-4.026194602854595,-4.026194602854595,-4.026194602854595,-4.026194602854595,-4.026194602854595,-4.026194602854595,-4.026194602854595,-4.026194602854595,-4.026194602854595,-4.026194602854595,12.058894338898801,12.058894338898801,12.058894338898801,12.058894338898801,12.058894338898801,12.058894338898801,12.058894338898801,12.058894338898801,12.058894338898801,12.058894338898801,12.058894338898801,12.058894338898801,-6.493938439924512,-6.493938439924512,-6.493938439924512,-6.493938439924512,-6.493938439924512,-6.493938439924512,-6.493938439924512,-6.493938439924512,-6.493938439924512,-6.493938439924512,-6.493938439924512,-6.493938439924512,-4.56772882820842,-4.56772882820842,-4.56772882820842,-4.56772882820842,-4.56772882820842,-4.56772882820842,-4.56772882820842,-4.56772882820842,-4.56772882820842,-4.56772882820842,-4.56772882820842,-4.56772882820842,-3.331100612125011,-3.331100612125011,-3.331100612125011,-3.331100612125011,-3.331100612125011,-3.331100612125011,-3.331100612125011,-3.331100612125011,-3.331100612125011,-3.331100612125011,-3.331100612125011,-3.331100612125011,-0.7460904203847741,-0.7460904203847741,-0.7460904203847741,-0.7460904203847741,-0.7460904203847741,-0.7460904203847741,-0.7460904203847741,-0.7460904203847741,-0.7460904203847741,-0.7460904203847741,-0.7460904203847741,-0.7460904203847741,-1.4361267328947147,-1.4361267328947147,-1.4361267328947147,-1.4361267328947147,-1.4361267328947147,-1.4361267328947147,-1.4361267328947147,-1.4361267328947147,-1.4361267328947147,-1.4361267328947147,-1.4361267328947147,-1.4361267328947147,-0.7675921581148808,-0.7675921581148808,-0.7675921581148808,-0.7675921581148808,-0.7675921581148808,-0.7675921581148808,-0.7675921581148808,-0.7675921581148808,-0.7675921581148808,-0.7675921581148808,-0.7675921581148808,-0.7675921581148808
MUS,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334
MEX,-7.338532695793732,-7.338532695793732,-7.338532695793732,-7.338532695793732,-7.338532695793732,-7.338532695793732,-7.338532695793732,-7.338532695793732,-7.338532695793732,-7.338532695793732,-7.338532695793732,-7.338532695793732,-7.952053509636947,-7.952053509636947,-7.952053509636947,-7.952053509636947,-7.952053509636947,-7.952053509636947,-7.952053509636947,-7.952053509636947,-7.952053509636947,-7.952053509636947,-7.952053509636947,-7.952053509636947,-8.01183721843485,-8.01183721843485,-8.01183721843485,-8.01183721843485,-8.01183721843485,-8.01183721843485,-8.01183721843485,-8.01183721843485,-8.01183721843485,-8.01183721843485,-8.01183721843485,-8.01183721843485,-7.863176303924654,-7.863176303924654,-7.863176303924654,-7.863176303924654,-7.863176303924654,-7.863176303924654,-7.863176303924654,-7.863176303924654,-7.863176303924654,-7.863176303924654,-7.863176303924654,-7.863176303924654,-7.752085454300168,-7.752085454300168,-7.752085454300168,-7.752085454300168,-7.752085454300168,-7.752085454300168,-7.752085454300168,-7.752085454300168,-7.752085454300168,-7.752085454300168,-7.752085454300168,-7.752085454300168,-7.0921223206020585,-7.0921223206020585,-7.0921223206020585,-7.0921223206020585,-7.0921223206020585,-7.0921223206020585,-7.0921223206020585,-7.0921223206020585,-7.0921223206020585,-7.0921223206020585,-7.0921223206020585,-7.0921223206020585,-6.064318698578099,-6.064318698578099,-6.064318698578099,-6.064318698578099,-6.064318698578099,-6.064318698578099,-6.064318698578099,-6.064318698578099,-6.064318698578099,-6.064318698578099,-6.064318698578099,-6.064318698578099,-4.2721675945644995,-4.2721675945644995,-4.2721675945644995,-4.2721675945644995,-4.2721675945644995,-4.2721675945644995,-4.2721675945644995,-4.2721675945644995,-4.2721675945644995,-4.2721675945644995,-4.2721675945644995,-4.2721675945644995,-2.0031481096328116,-2.0031481096328116,-2.0031481096328116,-2.0031481096328116,-2.0031481096328116,-2.0031481096328116,-2.0031481096328116,-2.0031481096328116,-2.0031481096328116,-2.0031481096328116,-2.0031481096328116,-2.0031481096328116,-0.7366690574407558,-0.7366690574407558,-0.7366690574407558,-0.7366690574407558,-0.7366690574407558,-0.7366690574407558,-0.7366690574407558,-0.7366690574407558,-0.7366690574407558,-0.7366690574407558,-0.7366690574407558,-0.7366690574407558
MDA,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.33333333333333,-8.33333333333333,-8.33333333333333,-8.33333333333333,-8.33333333333333,-8.33333333333333,-8.33333333333333,-8.33333333333333,-8.33333333333333,-8.33333333333333,-8.33333333333333,-8.33333333333333,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-6.895569773730671,-6.895569773730671,-6.895569773730671,-6.895569773730671,-6.895569773730671,-6.895569773730671,-6.895569773730671,-6.895569773730671,-6.895569773730671,-6.895569773730671,-6.895569773730671,-6.895569773730671,-5.922076288179485,-5.922076288179485,-5.922076288179485,-5.922076288179485,-5.922076288179485,-5.922076288179485,-5.922076288179485,-5.922076288179485,-5.922076288179485,-5.922076288179485,-5.922076288179485,-5.922076288179485,-6.179304631707754,-6.179304631707754,-6.179304631707754,-6.179304631707754,-6.179304631707754,-6.179304631707754,-6.179304631707754,-6.179304631707754,-6.179304631707754,-6.179304631707754,-6.179304631707754,-6.179304631707754,-2.8370074496465167,-2.8370074496465167,-2.8370074496465167,-2.8370074496465167,-2.8370074496465167,-2.8370074496465167,-2.8370074496465167,-2.8370074496465167,-2.8370074496465167,-2.8370074496465167,-2.8370074496465167,-2.8370074496465167,-4.217543070185931,-4.217543070185931,-4.217543070185931,-4.217543070185931,-4.217543070185931,-4.217543070185931,-4.217543070185931,-4.217543070185931,-4.217543070185931,-4.217543070185931,-4.217543070185931,-4.217543070185931
MNG,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.333333333333334,-8.263905895833092,-8.263905895833092,-8.263905895833092,-8.263905895833092,-8.263905895833092,-8.263905895833092,-8.263905895833092,-8.263905895833092,-8.263905895833092,-8.263905895833092,-8.263905895833092,-8.263905895833092,-7.762060198169517,-7.762060198169517,-7.762060198169517,-7.762060198169517,-7.762060198169517,-7.762060198169517,-7.762060198169517,-7.762060198169517,-7.762060198169517,-7.762060198169517,-7.762060198169517,-7.762060198169517,-2.972573918690385,-2.972573918690385,-2.972573918690385,-2.972573918690385,-2.972573918690385,-2.972573918690385,-2.972573918690385,-2.972573918690385,-2.972573918690385,-2.972573918690385,-2.972573918690385,-2.972573918690385,1.4936831273078515,1.4936831273078515,1.4936831273078515,1.4936831273078515,1.4936831273078515,1.4936831273078515,1.4936831273078515,1.4936831273078515,1.4936831273078515,1.4936831273078515,1.4936831273078515,1.4936831273078515,-2.777184526990284,-2.777184526990284,-2.777184526990284,-2.777184526990284,-2.777184526990284,-2.777184526990284,-2.777184526990284,-2.777184526990284,-2.777184526990284,-2.777184526990284,-2.777184526990284,-2.777184526990284
MAR,-6.970473652163779,-6.970473652163779,-6.970473652163779,-6.970473652163779,-6.970473652163779,-6.970473652163779,-6.970473652163779,-6.970473652163779,-6.970473652163779,-6.970473652163779,-6.970473652163779,-6.970473652163779,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-4.001386489615822,-2.5812238332460447,-2.5812238332460447,-2.5812238332460447,-2.5812238332460447,-2.5812238332460447,-2.5812238332460447,-2.5812238332460447,-2.5812238332460447,-2.5812238332460447,-2.5812238332460447,-2.5812238332460447,-2.5812238332460447,1.5048227574713315,1.5048227574713315,1.5048227574713315,1.5048227574713315,1.5048227574713315,1.5048227574713315,1.5048227574713315,1.5048227574713315,1.5048227574713315,1.5048227574713315,1.5048227574713315,1.5048227574713315,5.810137489233765,5.810137489233765,5.810137489233765,5.810137489233765,5.810137489233765,5.810137489233765,5.810137489233765,5.810137489233765,5.810137489233765,5.810137489233765,5.810137489233765,5.810137489233765,5.687217186524951,5.687217186524951,5.687217186524951,5.687217186524951,5.687217186524951,5.687217186524951,5.687217186524951,5.687217186524951,5.687217186524951,5.687217186524951,5.687217186524951,5.687217186524951,-1.7878027538310277,-1.7878027538310277,-1.7878027538310277,-1.7878027538310277,-1.7878027538310277,-1.7878027538310277,-1.7878027538310277,-1.7878027538310277,-1.7878027538310277,-1.7878027538310277,-1.7878027538310277,-1.7878027538310277,-3.5100147912588007,-3.5100147912588007,-3.5100147912588007,-3.5100147912588007,-3.5100147912588007,-3.5100147912588007,-3.5100147912588007,-3.5100147912588007,-3.5100147912588007,-3.5100147912588007,-3.5100147912588007,-3.5100147912588007,-2.808557090371096,-2.808557090371096,-2.808557090371096,-2.808557090371096,-2.808557090371096,-2.808557090371096,-2.808557090371096,-2.808557090371096,-2.808557090371096,-2.808557090371096,-2.808557090371096,-2.808557090371096
MOZ,0.18822570164537,0.18822570164537,0.18822570164537,0.18822570164537,0.18822570164537,0.18822570164537,0.18822570164537,0.18822570164537,0.18822570164537,0.18822570164537,0.18822570164537,0.18822570164537,-5.474211444956903,-5.474211444956903,-5.474211444956903,-5.474211444956903,-5.474211444956903,-5.474211444956903,-5.474211444956903,-5.474211444956903,-5.474211444956903,-5.474211444956903,-5.474211444956903,-5.474211444956903,-6.86201744747601,-6.86201744747601,-6.86201744747601,-6.86201744747601,-6.86201744747601,-6.86201744747601,-6.86201744747601,-6.86201744747601,-6.86201744747601,-6.86201744747601,-6.86201744747601,-6.86201744747601,-7.11938605189803,-7.11938605189803,-7.11938605189803,-7.11938605189803,-7.11938605189803,-7.11938605189803,-7.11938605189803,-7.11938605189803,-7.11938605189803,-7.11938605189803,-7.11938605189803,-7.11938605189803,-6.751613536473557,-6.751613536473557,-6.751613536473557,-6.751613536473557,-6.751613536473557,-6.751613536473557,-6.751613536473557,-6.751613536473557,-6.751613536473557,-6.751613536473557,-6.751613536473557,-6.751613536473557,-5.599944470771309,-5.599944470771309,-5.599944470771309,-5.599944470771309,-5.599944470771309,-5.599944470771309,-5.599944470771309,-5.599944470771309,-5.599944470771309,-5.599944470771309,-5.599944470771309,-5.599944470771309,-4.387668297495119,-4.387668297495119,-4.387668297495119,-4.387668297495119,-4.387668297495119,-4.387668297495119,-4.387668297495119,-4.387668297495119,-4.387668297495119,-4.387668297495119,-4.387668297495119,-4.387668297495119,-3.4306696076091066,-3.4306696076091066,-3.4306696076091066,-3.4306696076091066,-3.4306696076091066,-3.4306696076091066,-3.4306696076091066,-3.4306696076091066,-3.4306696076091066,-3.4306696076091066,-3.4306696076091066,-3.4306696076091066,-1.87771605255578,-1.87771605255578,-1.87771605255578,-1.87771605255578,-1.87771605255578,-1.87771605255578,-1.87771605255578,-1.87771605255578,-1.87771605255578,-1.87771605255578,-1.87771605255578,-1.87771605255578,-0.4027074202936117,-0.4027074202936117,-0.4027074202936117,-0.4027074202936117,-0.4027074202936117,-0.4027074202936117,-0.4027074202936117,-0.4027074202936117,-0.4027074202936117,-0.4027074202936117,-0.4027074202936117,-0.4027074202936117
NAM,-1.88808360240717,-1.88808360240717,-1.88808360240717,-1.88808360240717,-1.88808360240717,-1.88808360240717,-1.88808360240717,-1.88808360240717,-1.88808360240717,-1.88808360240717,-1.88808360240717,-1.88808360240717,-5.921099341351916,-5.921099341351916,-5.921099341351916,-5.921099341351916,-5.921099341351916,-5.921099341351916,-5.921099341351916,-5.921099341351916,-5.921099341351916,-5.921099341351916,-5.921099341351916,-5.921099341351916,-8.238301662801138,-8.238301662801138,-8.238301662801138,-8.238301662801138,-8.238301662801138,-8.238301662801138,-8.238301662801138,-8.238301662801138,-8.238301662801138,-8.238301662801138,-8.238301662801138,-8.238301662801138,-8.255006099967373,-8.255006099967373,-8.255006099967373,-8.255006099967373,-8.255006099967373,-8.255006099967373,-8.255006099967373,-8.255006099967373,-8.255006099967373,-8.255006099967373,-8.255006099967373,-8.255006099967373,-8.148345871025308,-8.148345871025308,-8.148345871025308,-8.148345871025308,-8.148345871025308,-8.148345871025308,-8.148345871025308,-8.148345871025308,-8.148345871025308,-8.148345871025308,-8.148345871025308,-8.148345871025308,-7.280770092992611,-7.280770092992611,-7.280770092992611,-7.280770092992611,-7.280770092992611,-7.280770092992611,-7.280770092992611,-7.280770092992611,-7.280770092992611,-7.280770092992611,-7.280770092992611,-7.280770092992611,-6.489735233957455,-6.489735233957455,-6.489735233957455,-6.489735233957455,-6.489735233957455,-6.489735233957455,-6.489735233957455,-6.489735233957455,-6.489735233957455,-6.489735233957455,-6.489735233957455,-6.489735233957455,-4.936704152116577,-4.936704152116577,-4.936704152116577,-4.936704152116577,-4.936704152116577,-4.936704152116577,-4.936704152116577,-4.936704152116577,-4.936704152116577,-4.936704152116577,-4.936704152116577,-4.936704152116577,-3.2974668654876798,-3.2974668654876798,-3.2974668654876798,-3.2974668654876798,-3.2974668654876798,-3.2974668654876798,-3.2974668654876798,-3.2974668654876798,-3.2974668654876798,-3.2974668654876798,-3.2974668654876798,-3.2974668654876798,-3.9138420111504715,-3.9138420111504715,-3.9138420111504715,-3.9138420111504715,-3.9138420111504715,-3.9138420111504715,-3.9138420111504715,-3.9138420111504715,-3.9138420111504715,-3.9138420111504715,-3.9138420111504715,-3.9138420111504715
NPL,-6.619752275573489,-6.619752275573489,-6.619752275573489,-6.619752275573489,-6.619752275573489,-6.619752275573489,-6.619752275573489,-6.619752275573489,-6.619752275573489,-6.619752275573489,-6.619752275573489,-6.619752275573489,-8.232278014128516,-8.232278014128516,-8.232278014128516,-8.232278014128516,-8.232278014128516,-8.232278014128516,-8.232278014128516,-8.232278014128516,-8.232278014128516,-8.232278014128516,-8.232278014128516,-8.232278014128516,-8.082298933552261,-8.082298933552261,-8.082298933552261,-8.082298933552261,-8.082298933552261,-8.082298933552261,-8.082298933552261,-8.082298933552261,-8.082298933552261,-8.082298933552261,-8.082298933552261,-8.082298933552261,-7.756942291625396,-7.756942291625396,-7.756942291625396,-7.756942291625396,-7.756942291625396,-7.756942291625396,-7.756942291625396,-7.756942291625396,-7.756942291625396,-7.756942291625396,-7.756942291625396,-7.756942291625396,-7.421323447361924,-7.421323447361924,-7.421323447361924,-7.421323447361924,-7.421323447361924,-7.421323447361924,-7.421323447361924,-7.421323447361924,-7.421323447361924,-7.421323447361924,-7.421323447361924,-7.421323447361924,-7.023359627744291,-7.023359627744291,-7.023359627744291,-7.023359627744291,-7.023359627744291,-7.023359627744291,-7.023359627744291,-7.023359627744291,-7.023359627744291,-7.023359627744291,-7.023359627744291,-7.023359627744291,-5.9681122407262,-5.9681122407262,-5.9681122407262,-5.9681122407262,-5.9681122407262,-5.9681122407262,-5.9681122407262,-5.9681122407262,-5.9681122407262,-5.9681122407262,-5.9681122407262,-5.9681122407262,-4.21221990507076,-4.21221990507076,-4.21221990507076,-4.21221990507076,-4.21221990507076,-4.21221990507076,-4.21221990507076,-4.21221990507076,-4.21221990507076,-4.21221990507076,-4.21221990507076,-4.21221990507076,-3.3367172471981896,-3.3367172471981896,-3.3367172471981896,-3.3367172471981896,-3.3367172471981896,-3.3367172471981896,-3.3367172471981896,-3.3367172471981896,-3.3367172471981896,-3.3367172471981896,-3.3367172471981896,-3.3367172471981896,-2.744170087951329,-2.744170087951329,-2.744170087951329,-2.744170087951329,-2.744170087951329,-2.744170087951329,-2.744170087951329,-2.744170087951329,-2.744170087951329,-2.744170087951329,-2.744170087951329,-2.744170087951329
NZL,-3.485177695117344,-3.485177695117344,-3.485177695117344,-3.485177695117344,-3.485177695117344,-3.485177695117344,-3.485177695117344,-3.485177695117344,-3.485177695117344,-3.485177695117344,-3.485177695117344,-3.485177695117344,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.147296839163765,-6.526032645144511,-6.526032645144511,-6.526032645144511,-6.526032645144511,-6.526032645144511,-6.526032645144511,-6.526032645144511,-6.526032645144511,-6.526032645144511,-6.526032645144511,-6.526032645144511,-6.526032645144511,-6.231293439203881,-6.231293439203881,-6.231293439203881,-6.231293439203881,-6.231293439203881,-6.231293439203881,-6.231293439203881,-6.231293439203881,-6.231293439203881,-6.231293439203881,-6.231293439203881,-6.231293439203881,-5.395704001548836,-5.395704001548836,-5.395704001548836,-5.395704001548836,-5.395704001548836,-5.395704001548836,-5.395704001548836,-5.395704001548836,-5.395704001548836,-5.395704001548836,-5.395704001548836,-5.395704001548836,-4.194549483686493,-4.194549483686493,-4.194549483686493,-4.194549483686493,-4.194549483686493,-4.194549483686493,-4.194549483686493,-4.194549483686493,-4.194549483686493,-4.194549483686493,-4.194549483686493,-4.194549483686493,-2.0653486863167743,-2.0653486863167743,-2.0653486863167743,-2.0653486863167743,-2.0653486863167743,-2.0653486863167743,-2.0653486863167743,-2.0653486863167743,-2.0653486863167743,-2.0653486863167743,-2.0653486863167743,-2.0653486863167743,-1.3126002506834142,-1.3126002506834142,-1.3126002506834142,-1.3126002506834142,-1.3126002506834142,-1.3126002506834142,-1.3126002506834142,-1.3126002506834142,-1.3126002506834142,-1.3126002506834142,-1.3126002506834142,-1.3126002506834142,-0.7861287102948192,-0.7861287102948192,-0.7861287102948192,-0.7861287102948192,-0.7861287102948192,-0.7861287102948192,-0.7861287102948192,-0.7861287102948192,-0.7861287102948192,-0.7861287102948192,-0.7861287102948192,-0.7861287102948192
NIC,-1.4330484419564866,-1.4330484419564866,-1.4330484419564866,-1.4330484419564866,-1.4330484419564866,-1.4330484419564866,-1.4330484419564866,-1.4330484419564866,-1.4330484419564866,-1.4330484419564866,-1.4330484419564866,-1.4330484419564866,-6.200731309763364,-6.200731309763364,-6.200731309763364,-6.200731309763364,-6.200731309763364,-6.200731309763364,-6.200731309763364,-6.200731309763364,-6.200731309763364,-6.200731309763364,-6.200731309763364,-6.200731309763364,-7.8226575407688905,-7.8226575407688905,-7.8226575407688905,-7.8226575407688905,-7.8226575407688905,-7.8226575407688905,-7.8226575407688905,-7.8226575407688905,-7.8226575407688905,-7.8226575407688905,-7.8226575407688905,-7.8226575407688905,-7.492314899114935,-7.492314899114935,-7.492314899114935,-7.492314899114935,-7.492314899114935,-7.492314899114935,-7.492314899114935,-7.492314899114935,-7.492314899114935,-7.492314899114935,-7.492314899114935,-7.492314899114935,-6.927808069504848,-6.927808069504848,-6.927808069504848,-6.927808069504848,-6.927808069504848,-6.927808069504848,-6.927808069504848,-6.927808069504848,-6.927808069504848,-6.927808069504848,-6.927808069504848,-6.927808069504848,-5.669910134322689,-5.669910134322689,-5.669910134322689,-5.669910134322689,-5.669910134322689,-5.669910134322689,-5.669910134322689,-5.669910134322689,-5.669910134322689,-5.669910134322689,-5.669910134322689,-5.669910134322689,-3.3524037909589643,-3.3524037909589643,-3.3524037909589643,-3.3524037909589643,-3.3524037909589643,-3.3524037909589643,-3.3524037909589643,-3.3524037909589643,-3.3524037909589643,-3.3524037909589643,-3.3524037909589643,-3.3524037909589643,-1.7134123756234858,-1.7134123756234858,-1.7134123756234858,-1.7134123756234858,-1.7134123756234858,-1.7134123756234858,-1.7134123756234858,-1.7134123756234858,-1.7134123756234858,-1.7134123756234858,-1.7134123756234858,-1.7134123756234858,-0.2692274877059517,-0.2692274877059517,-0.2692274877059517,-0.2692274877059517,-0.2692274877059517,-0.2692274877059517,-0.2692274877059517,-0.2692274877059517,-0.2692274877059517,-0.2692274877059517,-0.2692274877059517,-0.2692274877059517,-0.7005051401492883,-0.7005051401492883,-0.7005051401492883,-0.7005051401492883,-0.7005051401492883,-0.7005051401492883,-0.7005051401492883,-0.7005051401492883,-0.7005051401492883,-0.7005051401492883,-0.7005051401492883,-0.7005051401492883
