,Area Code (ISO3),Area,Item,Value
4975,AFG,Afghanistan,Green corn (maize),0.0
4976,DZA,Algeria,Green corn (maize),0.0
4977,AGO,Angola,Green corn (maize),0.0175725343596689
4978,ATG,Antigua and Barbuda,Green corn (maize),30.56999999999998
4979,ARG,Argentina,Green corn (maize),0.4299467917787849
4980,AUS,Australia,Green corn (maize),73043.96
4981,AUT,Austria,Green corn (maize),0.0
4982,AZE,Azerbaijan,Green corn (maize),0.0
4983,BHS,Bahamas,Green corn (maize),7.189939027973247
4984,BHR,Bahrain,Green corn (maize),0.5473177374710542
4985,BRB,Barbados,Green corn (maize),609.33
4986,BLR,Belarus,Green corn (maize),0.5511937235616723
4987,BEL,Belgium,Green corn (maize),178.93269577263888
4988,BTN,Bhutan,Green corn (maize),0.0
4989,BIH,Bosnia and Herzegovina,Green corn (maize),736.35
4990,BWA,Botswana,Green corn (maize),0.0
4991,BRN,Brunei Darussalam,Green corn (maize),40.73999922188569
4992,BGR,Bulgaria,Green corn (maize),0.0
4993,BFA,Burkina Faso,Green corn (maize),0.0
4994,CPV,Cabo Verde,Green corn (maize),0.0648033381749173
4995,CMR,Cameroon,Green corn (maize),0.0
4996,CAN,Canada,Green corn (maize),257451.4898831219
4997,CAF,Central African Republic,Green corn (maize),0.4299228935890418
4998,CHN,China,Green corn (maize),211461.7899515814
4999,COL,Colombia,Green corn (maize),5.659980851621784
5000,CIV,Cote d'Ivoire,Green corn (maize),188421.2599938353
5001,HRV,Croatia,Green corn (maize),1261110.9232239204
5002,CUB,Cuba,Green corn (maize),0.0
5003,CYP,Cyprus,Green corn (maize),12.57553544753764
5004,CZE,Czechia,Green corn (maize),917.3830423836478
5005,COD,DR Congo,Green corn (maize),0.0
5006,DNK,Denmark,Green corn (maize),1065.2531418833885
5007,DOM,Dominican Republic,Green corn (maize),0.0
5008,EGY,Egypt,Green corn (maize),1.999641365530427
5009,GNQ,Equatorial Guinea,Green corn (maize),9.434406957353586
5010,EST,Estonia,Green corn (maize),41.31486471144322
5011,SWZ,Eswatini,Green corn (maize),0.0
5012,FJI,Fiji,Green corn (maize),0.0
5013,FIN,Finland,Green corn (maize),212.05772911180463
5014,FRA,France,Green corn (maize),409897.62807779707
5015,GEO,Georgia,Green corn (maize),0.6086556867239526
5016,DEU,Germany,Green corn (maize),3575.2868592165355
5017,GHA,Ghana,Green corn (maize),0.0
5018,GRC,Greece,Green corn (maize),251.28195200296412
5019,GTM,Guatemala,Green corn (maize),0.0
5020,GIN,Guinea,Green corn (maize),299478.93
5021,GNB,Guinea-Bissau,Green corn (maize),0.0
5022,GUY,Guyana,Green corn (maize),0.0
5023,HTI,Haiti,Green corn (maize),0.0
5024,HKG,Hong Kong,Green corn (maize),152.56743682396348
5025,HUN,Hungary,Green corn (maize),508754.6992288985
5026,IND,India,Green corn (maize),0.5499013755208675
5027,IDN,Indonesia,Green corn (maize),636198.06
5028,IRN,Iran,Green corn (maize),0.0
5029,IRQ,Iraq,Green corn (maize),0.1273930507096645
5030,IRL,Ireland,Green corn (maize),2288.190159807086
5031,ISR,Israel,Green corn (maize),74477.07907873415
5032,ITA,Italy,Green corn (maize),297.64706954670754
5033,JAM,Jamaica,Green corn (maize),83.74989250241218
5034,JPN,Japan,Green corn (maize),234703.1998637171
5035,JOR,Jordan,Green corn (maize),23136.36
5036,KEN,Kenya,Green corn (maize),0.0
5037,KWT,Kuwait,Green corn (maize),0.4387982857777333
5038,LBN,Lebanon,Green corn (maize),0.0619007706735912
5039,LSO,Lesotho,Green corn (maize),0.0
5040,LBR,Liberia,Green corn (maize),24253.93
5041,LTU,Lithuania,Green corn (maize),31.26405638170212
5042,LUX,Luxembourg,Green corn (maize),71.39250445641224
5043,MAC,Macau,Green corn (maize),0.2999989850682923
5044,MDG,Madagascar,Green corn (maize),0.0
5045,MWI,Malawi,Green corn (maize),0.0
5046,MYS,Malaysia,Green corn (maize),9.769966947057387
5047,MDV,Maldives,Green corn (maize),8.169999999999996
5048,MLI,Mali,Green corn (maize),0.0
5049,MLT,Malta,Green corn (maize),18.28296498694192
5050,MHL,Marshall Islands,Green corn (maize),1.290000995412383
5051,MRT,Mauritania,Green corn (maize),0.0166751386547145
5052,MDA,Moldova,Green corn (maize),4515.695490968397
5053,MOZ,Mozambique,Green corn (maize),0.0
5054,MMR,Myanmar,Green corn (maize),0.0
5055,NAM,Namibia,Green corn (maize),0.0
5056,NPL,Nepal,Green corn (maize),0.0
5057,NLD,Netherlands,Green corn (maize),0.0
5058,NZL,New Zealand,Green corn (maize),26324.860421961657
5059,NER,Niger,Green corn (maize),0.0
5060,NGA,Nigeria,Green corn (maize),773094.2397719012
5061,MKD,North Macedonia,Green corn (maize),99.3295841590215
5062,NOR,Norway,Green corn (maize),392.5875974011345
5063,OMN,Oman,Green corn (maize),4.1592540403032885
5064,PAK,Pakistan,Green corn (maize),0.0
5065,PSE,Palestine,Green corn (maize),9808.69
5066,PAN,Panama,Green corn (maize),707.370114307399
5067,PNG,Papua New Guinea,Green corn (maize),246179.05
5068,PER,Peru,Green corn (maize),413298.50724959606
5069,PHL,Philippines,Green corn (maize),0.0
5070,POL,Poland,Green corn (maize),0.0
5071,PRT,Portugal,Green corn (maize),0.0
5072,QAT,Qatar,Green corn (maize),1037.444493984822
5073,ROU,Romania,Green corn (maize),0.0
5074,RUS,Russia,Green corn (maize),0.049999490811232
5075,RWA,Rwanda,Green corn (maize),0.0
5076,SAU,Saudi Arabia,Green corn (maize),60.77469573081403
5077,SEN,Senegal,Green corn (maize),0.1959328791928959
5078,SRB,Serbia,Green corn (maize),57075.614213130975
5079,SYC,Seychelles,Green corn (maize),0.0
5080,SLE,Sierra Leone,Green corn (maize),0.0
5081,SGP,Singapore,Green corn (maize),8.30531543305782
5082,SVK,Slovakia,Green corn (maize),0.0
5083,SVN,Slovenia,Green corn (maize),46.10172714907428
5084,SOM,Somalia,Green corn (maize),0.0
5085,ZAF,South Africa,Green corn (maize),411319.52979478665
5086,KOR,South Korea,Green corn (maize),1.6645343730518072
5087,SSD,South Sudan,Green corn (maize),0.0
5088,ESP,Spain,Green corn (maize),0.0
5089,LKA,Sri Lanka,Green corn (maize),0.0
5090,SDN,Sudan,Green corn (maize),0.2199605502083469
5091,SUR,Suriname,Green corn (maize),0.0
5092,SWE,Sweden,Green corn (maize),1816.847791886312
5093,CHE,Switzerland,Green corn (maize),1045.1361602591885
5094,SYR,Syria,Green corn (maize),0.0
5095,TWN,Taiwan,Green corn (maize),467.4099808800824
5096,TZA,Tanzania,Green corn (maize),51150.33
5097,THA,Thailand,Green corn (maize),373559.2798714082
5098,TGO,Togo,Green corn (maize),0.0
5099,TTO,Trinidad and Tobago,Green corn (maize),1497.9199935044371
5100,TUR,Türkiye,Green corn (maize),0.0
5101,UGA,Uganda,Green corn (maize),0.0
5102,UKR,Ukraine,Green corn (maize),62808.44013630426
5103,ARE,United Arab Emirates,Green corn (maize),157.27074815640776
5104,GBR,United Kingdom,Green corn (maize),7174.549309706065
5105,USA,United States,Green corn (maize),2680437.960305175
5106,VNM,Vietnam,Green corn (maize),30.679897770859952
5107,YEM,Yemen,Green corn (maize),0.0
5108,ZMB,Zambia,Green corn (maize),0.0
5109,ZWE,Zimbabwe,Green corn (maize),4165.02
5110,BEN,Benin,Green corn (maize),0.0299999874799935
5111,FRO,Faroe Islands,Green corn (maize),0.0377460890991598
5112,GAB,Gabon,Green corn (maize),6.119622721588303
5113,ISL,Iceland,Green corn (maize),26.094534801530845
5114,ALB,Albania,Green corn (maize),0.2799725388033055
5115,ARM,Armenia,Green corn (maize),0.0
5116,BGD,Bangladesh,Green corn (maize),0.0
5117,BOL,Bolivia,Green corn (maize),26100.0
5118,BRA,Brazil,Green corn (maize),0.0
5119,KHM,Cambodia,Green corn (maize),0.0
5120,CHL,Chile,Green corn (maize),144732.36
5121,COM,Comoros,Green corn (maize),0.0
5122,COG,Congo Republic,Green corn (maize),0.0
5123,DJI,Djibouti,Green corn (maize),0.0
5124,ECU,Ecuador,Green corn (maize),0.0
5125,SLV,El Salvador,Green corn (maize),47117.91
5126,ERI,Eritrea,Green corn (maize),0.0
5127,ETH,Ethiopia,Green corn (maize),0.0549141698739653
5128,GMB,Gambia,Green corn (maize),0.0
5129,KAZ,Kazakhstan,Green corn (maize),860.0953982526843
5130,LVA,Latvia,Green corn (maize),0.0
5131,LBY,Libya,Green corn (maize),0.0
5132,MUS,Mauritius,Green corn (maize),778.0
5133,MEX,Mexico,Green corn (maize),1012583.9395199711
5134,MNG,Mongolia,Green corn (maize),0.0
5135,MNE,Montenegro,Green corn (maize),0.1479564400443278
5136,MAR,Morocco,Green corn (maize),0.0
5137,NCL,New Caledonia,Green corn (maize),0.0
5138,STP,Sao Tome and Principe,Green corn (maize),0.0124472118380988
5139,TJK,Tajikistan,Green corn (maize),0.0
5140,TUN,Tunisia,Green corn (maize),0.0
5141,UZB,Uzbekistan,Green corn (maize),0.0
5142,KGZ,Kyrgyz Republic,Green corn (maize),0.0
5143,PRY,Paraguay,Green corn (maize),0.0
5144,BLZ,Belize,Green corn (maize),0.0
5145,COK,Cook Islands,Green corn (maize),0.0
5146,CRI,Costa Rica,Green corn (maize),1.5799946546930066
5147,DMA,Dominica,Green corn (maize),1.469995026834633
5148,PYF,French Polynesia,Green corn (maize),0.0
5149,GRD,Grenada,Green corn (maize),0.6598816506250409
5150,HND,Honduras,Green corn (maize),50.1398303710806
5151,KIR,Kiribati,Green corn (maize),0.0
5152,LAO,Laos,Green corn (maize),0.0
5153,FSM,"Micronesia, Fed. Sts.",Green corn (maize),0.32
5154,NRU,Nauru,Green corn (maize),0.32
5155,NIC,Nicaragua,Green corn (maize),0.0
5156,NIU,Niue,Green corn (maize),0.0
5157,PRK,North Korea,Green corn (maize),0.0
5158,SLB,Solomon Islands,Green corn (maize),0.0
5159,KNA,St. Kitts and Nevis,Green corn (maize),0.7498655120739102
5160,LCA,St. Lucia,Green corn (maize),6.969999999999994
5161,VCT,St. Vincent and the Grenadines,Green corn (maize),0.0
5162,TLS,Timor-Leste,Green corn (maize),0.0
5163,TON,Tonga,Green corn (maize),0.0
5164,TKM,Turkmenistan,Green corn (maize),0.0
5165,TUV,Tuvalu,Green corn (maize),0.0
5166,URY,Uruguay,Green corn (maize),1061.47
5167,VUT,Vanuatu,Green corn (maize),0.0
5168,VEN,Venezuela,Green corn (maize),0.1667513865471455
5169,BDI,Burundi,Green corn (maize),0.0
5170,TCD,Chad,Green corn (maize),0.0
5171,WSM,Samoa,Green corn (maize),29.42
5172,TKL,Tokelau,Green corn (maize),0.0
5173,PRI,Puerto Rico,Green corn (maize),605.42
5174,AFG,Afghanistan,"Pumpkins, squash and gourds",1.8739209807332544
5175,DZA,Algeria,"Pumpkins, squash and gourds",435245.6933912112
5176,AGO,Angola,"Pumpkins, squash and gourds",14.016778678842435
5177,ATG,Antigua and Barbuda,"Pumpkins, squash and gourds",374.724582171355
5178,ARG,Argentina,"Pumpkins, squash and gourds",255355.54875046457
5179,AUS,Australia,"Pumpkins, squash and gourds",87691.08450698682
5180,AUT,Austria,"Pumpkins, squash and gourds",37882.89158825616
5181,AZE,Azerbaijan,"Pumpkins, squash and gourds",32662.547833232547
5182,BHS,Bahamas,"Pumpkins, squash and gourds",2116.503168927304
5183,BHR,Bahrain,"Pumpkins, squash and gourds",7522.537786301693
5184,BRB,Barbados,"Pumpkins, squash and gourds",754.9797070374027
5185,BLR,Belarus,"Pumpkins, squash and gourds",865.5354613066044
5186,BEL,Belgium,"Pumpkins, squash and gourds",66479.8646301599
5187,BTN,Bhutan,"Pumpkins, squash and gourds",7917.545906492379
5188,BIH,Bosnia and Herzegovina,"Pumpkins, squash and gourds",1497.1895800634145
5189,BWA,Botswana,"Pumpkins, squash and gourds",2809.859789416383
5190,BRN,Brunei Darussalam,"Pumpkins, squash and gourds",1007.935135204041
5191,BGR,Bulgaria,"Pumpkins, squash and gourds",22933.6176053662
5192,BFA,Burkina Faso,"Pumpkins, squash and gourds",0.0
5193,CPV,Cabo Verde,"Pumpkins, squash and gourds",1622.9060751193374
5194,CMR,Cameroon,"Pumpkins, squash and gourds",179585.02687598282
5195,CAN,Canada,"Pumpkins, squash and gourds",153440.74728631234
5196,CAF,Central African Republic,"Pumpkins, squash and gourds",24653.0
5197,CHN,China,"Pumpkins, squash and gourds",7344511.982411991
5198,COL,Colombia,"Pumpkins, squash and gourds",192349.02433231205
5199,CIV,Cote d'Ivoire,"Pumpkins, squash and gourds",19311.780076271443
5200,HRV,Croatia,"Pumpkins, squash and gourds",11308.355486873204
5201,CUB,Cuba,"Pumpkins, squash and gourds",285461.8
5202,CYP,Cyprus,"Pumpkins, squash and gourds",2737.03389542217
5203,CZE,Czechia,"Pumpkins, squash and gourds",9997.874816078403
5204,COD,DR Congo,"Pumpkins, squash and gourds",30171.9570664018
5205,DNK,Denmark,"Pumpkins, squash and gourds",6990.986775505308
5206,DOM,Dominican Republic,"Pumpkins, squash and gourds",34422.98256426502
5207,EGY,Egypt,"Pumpkins, squash and gourds",413729.9758209373
5208,GNQ,Equatorial Guinea,"Pumpkins, squash and gourds",1.4470961284094033
5209,EST,Estonia,"Pumpkins, squash and gourds",1456.6164646506963
5210,SWZ,Eswatini,"Pumpkins, squash and gourds",721.2593952818597
5211,FJI,Fiji,"Pumpkins, squash and gourds",2060.1319327225265
5212,FIN,Finland,"Pumpkins, squash and gourds",7200.60812803047
5213,FRA,France,"Pumpkins, squash and gourds",403036.65469310834
5214,GEO,Georgia,"Pumpkins, squash and gourds",4174.187158914188
5215,DEU,Germany,"Pumpkins, squash and gourds",278226.07190855726
5216,GHA,Ghana,"Pumpkins, squash and gourds",0.0
5217,GRC,Greece,"Pumpkins, squash and gourds",64222.22714079425
5218,GTM,Guatemala,"Pumpkins, squash and gourds",85138.81251725706
5219,GIN,Guinea,"Pumpkins, squash and gourds",0.0
5220,GNB,Guinea-Bissau,"Pumpkins, squash and gourds",0.0
5221,GUY,Guyana,"Pumpkins, squash and gourds",62027.73226660882
5222,HTI,Haiti,"Pumpkins, squash and gourds",643.29
5223,HKG,Hong Kong,"Pumpkins, squash and gourds",13136.49869627576
5224,HUN,Hungary,"Pumpkins, squash and gourds",36070.11914278273
5225,IND,India,"Pumpkins, squash and gourds",0.0
5226,IDN,Indonesia,"Pumpkins, squash and gourds",553948.3773330455
5227,IRN,Iran,"Pumpkins, squash and gourds",167081.78847638564
5228,IRQ,Iraq,"Pumpkins, squash and gourds",38899.77674723772
5229,IRL,Ireland,"Pumpkins, squash and gourds",6698.300500400757
5230,ISR,Israel,"Pumpkins, squash and gourds",14455.12057632893
5231,ITA,Italy,"Pumpkins, squash and gourds",606691.1433213038
5232,JAM,Jamaica,"Pumpkins, squash and gourds",60440.36807683655
5233,JPN,Japan,"Pumpkins, squash and gourds",298725.6830630828
5234,JOR,Jordan,"Pumpkins, squash and gourds",85506.52048772605
5235,KEN,Kenya,"Pumpkins, squash and gourds",0.0
5236,KWT,Kuwait,"Pumpkins, squash and gourds",27226.68241499276
5237,LBN,Lebanon,"Pumpkins, squash and gourds",28573.86518021543
5238,LSO,Lesotho,"Pumpkins, squash and gourds",449.25962333184754
5239,LBR,Liberia,"Pumpkins, squash and gourds",2.206155744952253
5240,LTU,Lithuania,"Pumpkins, squash and gourds",6846.021622451408
5241,LUX,Luxembourg,"Pumpkins, squash and gourds",2295.878565800197
5242,MAC,Macau,"Pumpkins, squash and gourds",1642.8969975204086
5243,MDG,Madagascar,"Pumpkins, squash and gourds",0.0
5244,MWI,Malawi,"Pumpkins, squash and gourds",429444.00998457306
5245,MYS,Malaysia,"Pumpkins, squash and gourds",19280.229364279578
5246,MDV,Maldives,"Pumpkins, squash and gourds",16.694768114932753
5247,MLI,Mali,"Pumpkins, squash and gourds",93055.58846610156
5248,MLT,Malta,"Pumpkins, squash and gourds",4732.739104724828
5249,MHL,Marshall Islands,"Pumpkins, squash and gourds",2.9077704597990075
5250,MRT,Mauritania,"Pumpkins, squash and gourds",3117.338469054091
5251,MDA,Moldova,"Pumpkins, squash and gourds",29485.557290656056
5252,MOZ,Mozambique,"Pumpkins, squash and gourds",1160.4788462552249
5253,MMR,Myanmar,"Pumpkins, squash and gourds",0.0
5254,NAM,Namibia,"Pumpkins, squash and gourds",0.0
5255,NPL,Nepal,"Pumpkins, squash and gourds",0.0
5256,NLD,Netherlands,"Pumpkins, squash and gourds",65665.54183950058
5257,NZL,New Zealand,"Pumpkins, squash and gourds",24611.81934149454
5258,NER,Niger,"Pumpkins, squash and gourds",249979.3053592254
5259,NGA,Nigeria,"Pumpkins, squash and gourds",0.0
5260,MKD,North Macedonia,"Pumpkins, squash and gourds",42.37585008188256
5261,NOR,Norway,"Pumpkins, squash and gourds",3502.005627854835
5262,OMN,Oman,"Pumpkins, squash and gourds",14437.100165640542
5263,PAK,Pakistan,"Pumpkins, squash and gourds",384729.19188864593
5264,PSE,Palestine,"Pumpkins, squash and gourds",47290.29
5265,PAN,Panama,"Pumpkins, squash and gourds",0.0
5266,PNG,Papua New Guinea,"Pumpkins, squash and gourds",169.50838982457586
5267,PER,Peru,"Pumpkins, squash and gourds",180026.3178912273
5268,PHL,Philippines,"Pumpkins, squash and gourds",266894.9499510561
5269,POL,Poland,"Pumpkins, squash and gourds",262057.1807345123
5270,PRT,Portugal,"Pumpkins, squash and gourds",132530.76691375804
5271,QAT,Qatar,"Pumpkins, squash and gourds",17717.597292831757
5272,ROU,Romania,"Pumpkins, squash and gourds",33475.938820282965
5273,RUS,Russia,"Pumpkins, squash and gourds",1179557.4044545223
5274,RWA,Rwanda,"Pumpkins, squash and gourds",260931.23
5275,SAU,Saudi Arabia,"Pumpkins, squash and gourds",64733.69784664446
5276,SEN,Senegal,"Pumpkins, squash and gourds",16441.864302453912
5277,SRB,Serbia,"Pumpkins, squash and gourds",3127.1549099386484
5278,SYC,Seychelles,"Pumpkins, squash and gourds",4.60396405025733
5279,SLE,Sierra Leone,"Pumpkins, squash and gourds",0.0
5280,SGP,Singapore,"Pumpkins, squash and gourds",10550.102956220177
5281,SVK,Slovakia,"Pumpkins, squash and gourds",6902.1300825489325
5282,SVN,Slovenia,"Pumpkins, squash and gourds",9994.989284622972
5283,SOM,Somalia,"Pumpkins, squash and gourds",0.3676247893422774
5284,ZAF,South Africa,"Pumpkins, squash and gourds",244383.7179540579
5285,KOR,South Korea,"Pumpkins, squash and gourds",350732.4858943848
5286,SSD,South Sudan,"Pumpkins, squash and gourds",68081.78
5287,ESP,Spain,"Pumpkins, squash and gourds",334950.4610328965
5288,LKA,Sri Lanka,"Pumpkins, squash and gourds",204908.8327308381
5289,SDN,Sudan,"Pumpkins, squash and gourds",33696.35
5290,SUR,Suriname,"Pumpkins, squash and gourds",0.0
5291,SWE,Sweden,"Pumpkins, squash and gourds",17754.536707973763
5292,CHE,Switzerland,"Pumpkins, squash and gourds",30669.084827050097
5293,SYR,Syria,"Pumpkins, squash and gourds",127464.2058328454
5294,TWN,Taiwan,"Pumpkins, squash and gourds",52883.5338257088
5295,TZA,Tanzania,"Pumpkins, squash and gourds",0.0
5296,THA,Thailand,"Pumpkins, squash and gourds",109969.58393979064
5297,TGO,Togo,"Pumpkins, squash and gourds",0.0
5298,TTO,Trinidad and Tobago,"Pumpkins, squash and gourds",1765.955103541455
5299,TUR,Türkiye,"Pumpkins, squash and gourds",622389.4891887056
5300,UGA,Uganda,"Pumpkins, squash and gourds",0.0
5301,UKR,Ukraine,"Pumpkins, squash and gourds",1273344.643641097
5302,ARE,United Arab Emirates,"Pumpkins, squash and gourds",36147.323347967926
5303,GBR,United Kingdom,"Pumpkins, squash and gourds",85360.6755268491
5304,USA,United States,"Pumpkins, squash and gourds",1435331.8576358713
5305,VNM,Vietnam,"Pumpkins, squash and gourds",7659.45792505594
5306,YEM,Yemen,"Pumpkins, squash and gourds",0.0
5307,ZMB,Zambia,"Pumpkins, squash and gourds",165.6998610739597
5308,ZWE,Zimbabwe,"Pumpkins, squash and gourds",63.999946341179374
5309,BEN,Benin,"Pumpkins, squash and gourds",0.0
5310,FRO,Faroe Islands,"Pumpkins, squash and gourds",33.249423084257195
5311,GAB,Gabon,"Pumpkins, squash and gourds",0.4082180262999312
5312,ISL,Iceland,"Pumpkins, squash and gourds",513.3195061919388
5313,ALB,Albania,"Pumpkins, squash and gourds",19545.894311997705
5314,ARM,Armenia,"Pumpkins, squash and gourds",0.0
5315,BGD,Bangladesh,"Pumpkins, squash and gourds",669550.8689598445
5316,BOL,Bolivia,"Pumpkins, squash and gourds",24570.006470725537
5317,BRA,Brazil,"Pumpkins, squash and gourds",0.0
5318,KHM,Cambodia,"Pumpkins, squash and gourds",46.85943316070657
5319,CHL,Chile,"Pumpkins, squash and gourds",103894.6435804303
5320,COM,Comoros,"Pumpkins, squash and gourds",0.00422447705278
5321,COG,Congo Republic,"Pumpkins, squash and gourds",0.0
5322,DJI,Djibouti,"Pumpkins, squash and gourds",17.178663251007933
5323,ECU,Ecuador,"Pumpkins, squash and gourds",4298.781525955038
5324,SLV,El Salvador,"Pumpkins, squash and gourds",9214.740405427145
5325,ERI,Eritrea,"Pumpkins, squash and gourds",0.0
5326,ETH,Ethiopia,"Pumpkins, squash and gourds",0.3599996981691338
5327,GMB,Gambia,"Pumpkins, squash and gourds",0.0
5328,KAZ,Kazakhstan,"Pumpkins, squash and gourds",245.72599922315203
5329,LVA,Latvia,"Pumpkins, squash and gourds",4886.312436993925
5330,LBY,Libya,"Pumpkins, squash and gourds",35013.94906573417
5331,MUS,Mauritius,"Pumpkins, squash and gourds",18597.817348317505
5332,MEX,Mexico,"Pumpkins, squash and gourds",211204.3361574543
5333,MNG,Mongolia,"Pumpkins, squash and gourds",3.490688706191022
5334,MNE,Montenegro,"Pumpkins, squash and gourds",702.0800674402708
5335,MAR,Morocco,"Pumpkins, squash and gourds",115669.9329121188
5336,NCL,New Caledonia,"Pumpkins, squash and gourds",0.0
5337,STP,Sao Tome and Principe,"Pumpkins, squash and gourds",1.5374639250923596
5338,TJK,Tajikistan,"Pumpkins, squash and gourds",0.0
5339,TUN,Tunisia,"Pumpkins, squash and gourds",84629.61591854334
5340,UZB,Uzbekistan,"Pumpkins, squash and gourds",0.0
5341,KGZ,Kyrgyz Republic,"Pumpkins, squash and gourds",3424.2315271065136
5342,PRY,Paraguay,"Pumpkins, squash and gourds",10305.260716319088
5343,BLZ,Belize,"Pumpkins, squash and gourds",0.0042552540543425
5344,COK,Cook Islands,"Pumpkins, squash and gourds",11.242454803210236
5345,CRI,Costa Rica,"Pumpkins, squash and gourds",0.0
5346,DMA,Dominica,"Pumpkins, squash and gourds",936.9637328019404
5347,PYF,French Polynesia,"Pumpkins, squash and gourds",116.39971480415524
5348,GRD,Grenada,"Pumpkins, squash and gourds",375.96
5349,HND,Honduras,"Pumpkins, squash and gourds",2839.294026423613
5350,KIR,Kiribati,"Pumpkins, squash and gourds",0.0999456198660304
5351,LAO,Laos,"Pumpkins, squash and gourds",0.0
5352,FSM,"Micronesia, Fed. Sts.","Pumpkins, squash and gourds",0.28
5353,NRU,Nauru,"Pumpkins, squash and gourds",7.017943989787424
5354,NIC,Nicaragua,"Pumpkins, squash and gourds",0.0
5355,NIU,Niue,"Pumpkins, squash and gourds",0.0116662653492282
5356,PRK,North Korea,"Pumpkins, squash and gourds",72238.55
5357,SLB,Solomon Islands,"Pumpkins, squash and gourds",0.0
5358,KNA,St. Kitts and Nevis,"Pumpkins, squash and gourds",0.0
5359,LCA,St. Lucia,"Pumpkins, squash and gourds",466.40371495907846
5360,VCT,St. Vincent and the Grenadines,"Pumpkins, squash and gourds",448.7790284212138
5361,TLS,Timor-Leste,"Pumpkins, squash and gourds",0.0192388830795875
5362,TON,Tonga,"Pumpkins, squash and gourds",18755.07380902649
5363,TKM,Turkmenistan,"Pumpkins, squash and gourds",0.0
5364,TUV,Tuvalu,"Pumpkins, squash and gourds",0.0
5365,URY,Uruguay,"Pumpkins, squash and gourds",24895.989330870183
5366,VUT,Vanuatu,"Pumpkins, squash and gourds",0.0823464824565787
5367,VEN,Venezuela,"Pumpkins, squash and gourds",115168.5
5368,BDI,Burundi,"Pumpkins, squash and gourds",0.0
5369,TCD,Chad,"Pumpkins, squash and gourds",0.0
5370,WSM,Samoa,"Pumpkins, squash and gourds",0.0
5371,TKL,Tokelau,"Pumpkins, squash and gourds",0.0
5372,PRI,Puerto Rico,"Pumpkins, squash and gourds",12384.97
5373,AFG,Afghanistan,Green garlic,0.0
5374,DZA,Algeria,Green garlic,171083.37613427173
5375,AGO,Angola,Green garlic,3173.398589806818
5376,ATG,Antigua and Barbuda,Green garlic,75.97902978215642
5377,ARG,Argentina,Green garlic,51646.483732008346
5378,AUS,Australia,Green garlic,13816.77547788802
5379,AUT,Austria,Green garlic,4601.945440738647
5380,AZE,Azerbaijan,Green garlic,27748.807824820276
5381,BHS,Bahamas,Green garlic,69.20769468204418
5382,BHR,Bahrain,Green garlic,3662.216166044
5383,BRB,Barbados,Green garlic,255.2479215397221
5384,BLR,Belarus,Green garlic,22484.777950419968
5385,BEL,Belgium,Green garlic,2620.0367061042843
5386,BTN,Bhutan,Green garlic,709.6491446104045
5387,BIH,Bosnia and Herzegovina,Green garlic,6463.715020971098
5388,BWA,Botswana,Green garlic,264.55578250279825
5389,BRN,Brunei Darussalam,Green garlic,1371.1962350979045
5390,BGR,Bulgaria,Green garlic,3330.455481280336
5391,BFA,Burkina Faso,Green garlic,918.9978094403824
5392,CPV,Cabo Verde,Green garlic,1101.706174494188
5393,CMR,Cameroon,Green garlic,357.029170486776
5394,CAN,Canada,Green garlic,27620.446782693805
5395,CAF,Central African Republic,Green garlic,142.56789430630198
5396,CHN,China,Green garlic,18102509.796065927
5397,COL,Colombia,Green garlic,39230.64839427587
5398,CIV,Cote d'Ivoire,Green garlic,5397.404744800113
5399,HRV,Croatia,Green garlic,3349.335069776666
5400,CUB,Cuba,Green garlic,12097.569470812152
5401,CYP,Cyprus,Green garlic,453.01625969449793
5402,CZE,Czechia,Green garlic,7792.183441688841
5403,COD,DR Congo,Green garlic,7223.036782598074
5404,DNK,Denmark,Green garlic,1613.4858415664985
5405,DOM,Dominican Republic,Green garlic,12492.65682437198
5406,EGY,Egypt,Green garlic,338758.7753843293
5407,GNQ,Equatorial Guinea,Green garlic,474.2465172589042
5408,EST,Estonia,Green garlic,764.120682610401
5409,SWZ,Eswatini,Green garlic,56.95497738068952
5410,FJI,Fiji,Green garlic,2320.548514131611
5411,FIN,Finland,Green garlic,1466.978626279979
5412,FRA,France,Green garlic,38180.57499308567
5413,GEO,Georgia,Green garlic,5932.025617901559
5414,DEU,Germany,Green garlic,39292.69715402817
5415,GHA,Ghana,Green garlic,7078.94568360441
5416,GRC,Greece,Green garlic,10391.666660962832
5417,GTM,Guatemala,Green garlic,31993.42698695759
5418,GIN,Guinea,Green garlic,2520.805990586876
5419,GNB,Guinea-Bissau,Green garlic,1.1795006139928437
5420,GUY,Guyana,Green garlic,3212.457929572161
5421,HTI,Haiti,Green garlic,17836.155290536462
5422,HKG,Hong Kong,Green garlic,444.0260968841205
5423,HUN,Hungary,Green garlic,7509.1429905381565
5424,IND,India,Green garlic,2928925.2995928563
5425,IDN,Indonesia,Green garlic,707906.8306995702
5426,IRN,Iran,Green garlic,52661.44327070065
5427,IRQ,Iraq,Green garlic,6829.166194512296
5428,IRL,Ireland,Green garlic,2944.038618642343
5429,ISR,Israel,Green garlic,9461.845323891148
5430,ITA,Italy,Green garlic,49519.40798386525
5431,JAM,Jamaica,Green garlic,2061.2272921773524
5432,JPN,Japan,Green garlic,44912.9243578173
5433,JOR,Jordan,Green garlic,6026.522687110853
5434,KEN,Kenya,Green garlic,11184.820714656542
